,order_id,quantity_ordered,order_date,order_status,product_id,total_order_amount,customer_id
543,547,4,2023-04-01,Processing,999,916.93,931
544,456,5,2023-10-21,Processing,853,734.51,910
545,456,5,2023-03-11,Processing,624,351.5,1
546,940,4,2023-09-29,Shipped,856,270.02,879
547,402,7,2023-02-25,Delivered,58,135.93,136
548,5,6,2023-11-13,Delivered,978,115.98,257
549,689,7,2023-12-01,Shipped,333,652.78,85
550,980,7,2023-01-31,Shipped,836,552.37,340
551,838,2,2023-10-09,Processing,532,486.8,972
552,354,5,2023-06-02,Processing,776,751.5,408
553,315,3,2023-02-23,Processing,991,451.76,548
554,164,1,2022-12-15,Shipped,529,905.31,627
555,574,8,2022-12-20,Processing,98,865.69,895
556,229,0,2023-06-11,Processing,567,337.68,934
557,898,6,2023-06-20,Processing,27,491.54,502
558,3,7,2023-12-03,Shipped,836,796.35,844
559,676,1,2023-02-13,Shipped,347,498.48,379
560,160,1,2023-08-25,Processing,311,57.97,550
561,414,5,2023-07-09,Shipped,65,898.72,728
562,292,7,2023-08-13,Processing,78,193.74,157
563,648,6,2022-12-10,Processing,69,585.72,11
564,378,6,2023-03-02,Delivered,747,697.8,945
565,300,6,2023-12-07,Delivered,448,906.94,341
566,920,7,2023-10-02,Delivered,519,545.06,163
567,597,3,2023-03-28,Processing,288,650.46,572
568,40,6,2023-10-25,Delivered,802,197.42,486
569,684,2,2023-06-12,Shipped,250,300.46,827
570,684,2,2022-12-21,Processing,483,135.13,423
571,536,9,2023-11-20,Delivered,970,54.23,509
572,278,8,2023-11-24,Shipped,371,274.51,526
573,482,7,2023-07-21,Processing,389,614.08,332
574,7,8,2023-03-29,Shipped,892,661.15,760
575,22,2,2023-11-30,Processing,737,790.32,760
576,180,5,2023-05-15,Processing,772,704.88,227
577,843,2,2023-05-29,Delivered,190,133.79,922
578,981,8,2023-04-13,Delivered,546,336.43,868
579,72,6,2023-03-18,Processing,595,208.64,338
580,577,8,2023-04-09,Shipped,311,685.42,56
581,632,0,2023-09-27,Processing,294,934.34,225
582,520,6,2023-06-21,Processing,304,214.61,805
583,744,4,2022-12-29,Shipped,769,154.73,522
584,392,2,2022-12-09,Delivered,309,824.71,457
585,22,4,2023-02-28,Shipped,253,288.41,321
586,702,2,2023-09-27,Processing,183,28.37,627
587,143,4,2023-05-22,Processing,272,277.9,653
588,300,8,2023-06-22,Delivered,4,393.61,494
589,355,9,2023-09-06,Shipped,367,374.61,803
590,333,0,2023-03-01,Processing,368,891.14,462
591,319,3,2023-11-17,Processing,252,850.12,484
592,496,0,2023-08-31,Delivered,437,738.88,843
593,467,3,2023-08-28,Shipped,867,406.87,738
594,686,7,2023-04-29,Processing,561,398.8,817
595,178,7,2023-01-13,Shipped,636,551.36,549
596,857,8,2023-05-12,Delivered,69,873.61,111
597,133,2,2023-06-04,Shipped,990,761.3,751
598,590,2,2023-03-08,Delivered,823,745.82,731
599,37,7,2023-05-07,Shipped,11,689.04,852
600,526,9,2023-06-28,Delivered,836,734.11,280
601,933,0,2023-02-20,Delivered,774,926.95,983
602,497,9,2023-12-01,Delivered,711,236.93,7
603,82,2,2023-10-01,Shipped,459,166.11,744
604,53,5,2023-04-18,Shipped,454,663.37,213
605,407,0,2023-10-29,Delivered,620,817.1,395
606,753,3,2023-09-22,Shipped,237,77.67,114
607,635,1,2023-11-08,Delivered,93,814.73,682
608,818,1,2023-09-14,Shipped,406,747.33,573
609,83,0,2023-04-02,Shipped,842,619.84,294
610,170,4,2023-09-16,Delivered,442,110.66,977
611,253,7,2023-11-22,Delivered,180,758.98,592
612,868,5,2023-09-20,Processing,893,211.75,651
613,811,6,2023-12-05,Delivered,21,188.65,99
614,734,0,2023-01-10,Shipped,354,401.56,596
615,956,4,2023-11-18,Delivered,396,902.3,190
616,829,0,2023-08-27,Delivered,136,501.69,968
617,252,9,2023-04-27,Processing,478,510.7,946
618,790,0,2022-12-31,Shipped,138,528.66,972
619,15,2,2023-02-14,Delivered,478,977.82,582
620,728,5,2023-10-19,Shipped,465,274.23,334
621,642,0,2023-10-18,Shipped,481,936.87,56
622,721,8,2023-11-09,Shipped,608,890.04,600
623,643,1,2023-03-25,Processing,757,254.13,282
624,36,0,2023-06-01,Delivered,845,200.85,722
625,698,6,2023-07-25,Delivered,948,921.42,748
626,672,7,2023-04-09,Processing,337,438.18,733
627,871,5,2023-08-04,Delivered,715,270.35,487
628,884,6,2023-05-26,Processing,20,816.61,805
629,944,5,2023-06-07,Shipped,582,405.9,633
630,804,0,2023-01-06,Processing,116,91.45,747
631,762,9,2023-05-11,Delivered,715,580.44,645
632,602,9,2023-11-18,Shipped,250,34.5,978
633,826,7,2023-03-23,Shipped,622,850.57,262
634,220,9,2023-12-02,Processing,519,13.75,764
635,466,9,2023-06-02,Shipped,970,974.94,230
636,487,6,2023-09-24,Processing,659,189.62,766
637,153,0,2023-02-22,Processing,338,390.48,464
638,286,9,2023-10-14,Shipped,769,485.26,770
639,797,4,2023-08-30,Processing,997,7.17,985
640,982,5,2023-01-02,Delivered,164,162.37,113
641,136,1,2023-04-06,Shipped,871,292.07,766
642,168,9,2023-03-03,Delivered,536,970.6,895
643,40,9,2023-04-11,Processing,496,314.62,822
644,782,6,2023-05-12,Processing,512,715.38,747
645,146,5,2023-07-08,Shipped,192,948.39,976
646,176,8,2023-08-15,Delivered,952,204.94,314
647,14,5,2023-11-25,Delivered,467,518.34,312
648,434,7,2023-06-08,Delivered,278,100.45,713
649,326,2,2023-06-20,Delivered,340,541.59,193
650,262,4,2023-08-25,Shipped,786,136.38,409
651,540,0,2023-08-31,Shipped,258,166.89,298
652,871,6,2022-12-21,Processing,10,71.55,353
653,997,1,2023-06-24,Processing,469,313.28,256
654,498,6,2023-03-31,Delivered,863,41.14,143
655,424,2,2023-03-17,Delivered,408,440.76,931
656,934,9,2023-02-16,Delivered,191,13.85,565
657,21,4,2023-08-04,Shipped,639,420.41,764
658,297,8,2023-11-05,Delivered,680,263.14,156
659,744,3,2023-06-11,Shipped,810,445.52,598
660,10,8,2023-05-11,Processing,141,575.97,449
661,927,7,2023-10-22,Shipped,723,201.22,742
662,129,1,2023-10-12,Delivered,92,458.31,998
663,72,2,2023-01-16,Shipped,461,285.64,861
664,584,1,2023-07-29,Delivered,224,99.65,346
665,683,3,2023-01-06,Processing,326,631.43,124
666,415,6,2022-12-11,Delivered,364,629.88,581
667,831,5,2023-09-05,Processing,820,713.16,401
668,856,5,2023-05-25,Delivered,878,802.55,701
669,644,4,2023-03-19,Delivered,99,209.54,955
670,223,7,2023-02-13,Processing,660,690.88,267
671,129,5,2023-08-31,Delivered,991,420.12,506
672,959,3,2023-04-01,Shipped,378,839.65,343
673,11,3,2023-01-30,Delivered,733,231.7,395
674,627,3,2023-03-08,Delivered,449,497.41,228
675,465,6,2023-06-17,Processing,89,476.94,397
676,699,8,2023-08-05,Shipped,322,422.39,673
677,756,2,2023-01-14,Processing,560,366.52,718
678,397,9,2023-04-02,Delivered,323,322.21,846
679,879,3,2023-03-06,Delivered,457,932.46,675
680,259,1,2023-05-28,Shipped,164,269.81,229
681,979,6,2023-08-15,Shipped,970,830.5,846
682,567,3,2023-05-23,Shipped,648,925.79,652
683,655,9,2023-10-23,Delivered,714,443.63,840
684,213,6,2023-03-09,Delivered,162,890.54,82
685,343,0,2023-06-01,Shipped,388,994.22,330
686,616,1,2023-06-12,Shipped,370,305.48,935
687,866,2,2023-09-26,Processing,878,970.75,446
688,915,1,2023-04-30,Delivered,163,218.52,763
689,805,0,2023-06-25,Processing,797,735.05,783
690,433,1,2023-09-15,Shipped,283,860.8,631
691,449,0,2023-03-22,Shipped,430,902.8,114
692,628,5,2023-04-01,Processing,125,755.33,512
693,999,3,2023-12-02,Processing,16,115.71,856
694,968,5,2023-04-26,Processing,499,796.09,715
695,729,1,2023-02-02,Delivered,332,723.8,770
696,738,3,2023-03-03,Shipped,682,278.32,490
697,360,1,2023-02-19,Processing,306,484.59,850
698,328,8,2023-12-01,Processing,56,230.19,285
699,150,9,2023-12-04,Shipped,779,427.22,478
700,773,6,2023-06-26,Shipped,960,969.6,745
701,943,2,2023-07-31,Processing,562,253.15,126
702,287,1,2023-10-28,Delivered,690,481.96,714
703,688,5,2022-12-21,Delivered,980,561.31,439
704,639,5,2023-10-08,Delivered,566,970.99,103
705,632,1,2023-01-10,Delivered,928,334.11,518
706,30,1,2022-12-23,Delivered,885,196.94,313
707,577,6,2023-07-09,Processing,366,333.21,738
708,34,4,2022-12-17,Delivered,965,214.4,317
709,847,2,2023-07-11,Shipped,334,212.47,550
710,801,8,2023-04-19,Processing,384,862.58,148
711,763,5,2023-02-06,Processing,916,802.08,380
712,981,1,2022-12-25,Processing,359,863.81,151
713,256,9,2023-10-23,Delivered,800,829.05,258
714,929,0,2023-06-18,Processing,53,808.06,902
715,199,1,2023-01-31,Delivered,259,378.28,816
716,844,3,2023-05-03,Processing,16,180.52,391
717,279,5,2023-10-27,Shipped,484,464.48,993
718,80,6,2023-04-04,Processing,572,439.89,140
719,147,2,2023-07-23,Shipped,967,958.72,899
720,378,7,2023-07-02,Delivered,271,107.8,926
721,590,8,2023-04-13,Processing,330,295.46,468
722,159,7,2023-11-21,Delivered,29,143.77,53
723,114,2,2023-09-16,Processing,951,527.46,124
724,193,4,2023-10-31,Delivered,704,35.5,452
725,232,3,2022-12-30,Processing,627,747.58,223
726,255,6,2023-10-14,Shipped,263,324.5,248
727,618,9,2023-07-22,Delivered,363,924.51,276
728,644,6,2023-09-19,Delivered,863,193.02,709
729,642,3,2023-10-06,Processing,745,735.73,424
730,669,0,2023-02-12,Delivered,455,468.84,530
731,122,3,2023-09-04,Shipped,373,406.41,165
732,706,5,2023-05-05,Delivered,402,831.07,46
733,928,0,2023-06-14,Processing,47,670.41,593
734,903,5,2023-10-26,Delivered,615,792.77,937
735,320,2,2023-05-24,Processing,903,411.04,76
736,570,0,2023-09-24,Processing,933,497.89,287
737,120,3,2023-02-01,Shipped,599,770.8,708
738,148,2,2022-12-15,Delivered,833,155.7,677
739,70,6,2023-08-09,Shipped,889,405.11,159
740,236,3,2023-10-08,Processing,40,691.49,755
741,838,3,2022-12-30,Shipped,59,32.88,903
742,381,0,2022-12-13,Shipped,695,541.99,46
743,653,9,2023-09-30,Delivered,753,326.63,350
744,8,2,2023-04-25,Shipped,977,441.63,855
745,672,5,2023-03-24,Processing,871,646.31,337
746,664,3,2023-03-30,Processing,505,63.11,511
747,83,5,2023-08-03,Delivered,414,208.58,632
748,709,9,2023-10-12,Processing,596,786.28,294
749,34,1,2023-10-30,Processing,728,798.09,313
750,875,2,2023-02-22,Processing,294,72.52,751
751,49,4,2023-03-14,Shipped,405,89.81,872
752,269,5,2023-08-04,Delivered,660,886.21,785
753,143,2,2023-07-28,Processing,221,946.82,783
754,801,1,2023-04-03,Shipped,822,108.86,521
755,941,6,2023-08-31,Delivered,851,127.07,314
756,188,2,2023-10-08,Shipped,354,164.39,848
757,827,7,2023-01-28,Delivered,392,174.72,380
758,771,4,2023-06-19,Delivered,913,594.29,692
759,451,0,2023-07-10,Processing,74,254.83,9
760,449,7,2023-01-18,Delivered,391,70.62,14
761,962,4,2023-01-30,Delivered,19,981.52,386
762,717,7,2023-06-27,Shipped,116,253.49,111
763,147,0,2022-12-30,Delivered,633,33.56,955
764,218,0,2023-02-05,Processing,921,894.07,911
765,580,1,2023-05-23,Shipped,634,613.48,599
766,430,7,2023-01-21,Shipped,579,876.93,572
767,407,2,2023-05-21,Delivered,624,136.67,625
768,708,5,2023-05-25,Delivered,291,701.66,533
769,313,2,2023-02-15,Shipped,372,365.76,181
770,862,0,2023-09-06,Processing,277,852.22,544
771,370,2,2022-12-22,Processing,685,342.91,385
772,760,2,2023-03-11,Processing,194,924.65,35
773,693,9,2023-02-03,Processing,201,823.33,636
774,113,4,2023-01-09,Processing,820,461.86,644
775,260,7,2023-07-02,Delivered,259,940.52,72
776,535,9,2022-12-08,Processing,136,260.1,91
777,950,8,2023-03-17,Processing,39,728.2,657
778,607,7,2023-08-04,Delivered,202,698.83,701
779,999,1,2023-09-27,Shipped,986,93.22,702
780,614,9,2022-12-24,Delivered,153,954.87,215
781,198,4,2023-02-18,Delivered,227,640.41,461
782,877,9,2023-10-11,Delivered,885,667.46,906
783,758,5,2023-06-01,Processing,315,586.62,64
784,621,4,2023-09-27,Delivered,508,590.57,337
785,70,7,2023-04-30,Processing,450,155.29,577
786,624,0,2023-06-12,Delivered,484,676.69,835
787,956,6,2023-01-18,Processing,811,795.88,482
788,293,2,2023-06-13,Delivered,733,419.74,289
789,702,6,2023-08-20,Delivered,747,336.87,798
790,351,2,2023-01-23,Delivered,515,71.62,205
791,242,1,2022-12-13,Processing,844,301.07,339
792,982,2,2023-04-11,Delivered,4,203.49,908
793,741,3,2023-08-15,Delivered,601,54.73,170
794,680,1,2023-04-15,Processing,547,19.22,690
795,972,6,2023-03-05,Delivered,958,729.44,465
796,792,4,2023-09-10,Delivered,747,781.19,755
797,897,9,2023-07-07,Shipped,128,242.88,898
798,853,1,2023-08-11,Delivered,667,716.19,610
799,11,9,2023-06-23,Delivered,413,472.04,83
800,754,0,2023-10-30,Processing,725,327.52,764
801,123,4,2023-01-27,Processing,473,973.96,132
802,97,1,2023-07-07,Processing,492,952.65,581
803,625,7,2023-03-30,Shipped,698,532.35,96
804,107,4,2023-05-20,Processing,956,14.45,965
805,297,2,2023-09-29,Processing,720,421.36,657
806,56,4,2023-02-12,Shipped,880,38.28,38
807,51,5,2023-04-24,Processing,282,366.89,772
808,982,1,2023-02-16,Processing,306,604.43,824
809,198,6,2023-04-14,Shipped,255,408.02,421
810,847,3,2023-06-15,Delivered,225,376.58,865
811,910,6,2023-09-24,Processing,622,683.72,321
812,879,9,2023-06-14,Delivered,958,521.78,650
813,884,4,2023-05-10,Delivered,678,709.16,979
814,684,3,2023-08-23,Delivered,322,573.2,83
815,953,8,2023-05-24,Processing,774,502.44,391
816,152,2,2023-07-27,Delivered,720,82.03,151
817,304,4,2023-06-07,Processing,404,804.8,251
818,843,4,2023-01-30,Delivered,44,418.34,753
819,896,3,2023-08-15,Processing,364,445.95,472
820,109,0,2023-11-28,Delivered,942,136.14,823
821,515,2,2023-02-02,Processing,518,94.71,482
822,117,1,2023-08-28,Processing,303,897.21,524
823,975,7,2023-02-12,Delivered,81,261.23,946
824,525,8,2023-09-15,Processing,940,356.08,197
825,889,8,2023-11-03,Shipped,983,775.95,150
826,78,4,2023-09-04,Delivered,645,246.0,512
827,300,9,2023-12-03,Shipped,941,887.11,53
828,817,1,2023-07-30,Processing,847,74.16,247
829,432,1,2023-11-22,Delivered,435,91.3,692
830,827,9,2023-11-07,Delivered,881,258.17,748
831,142,4,2023-02-07,Delivered,124,208.19,947
832,163,1,2023-10-16,Processing,647,768.8,306
833,715,6,2023-03-18,Delivered,370,689.36,212
834,80,3,2023-11-13,Shipped,375,69.58,60
835,269,1,2023-10-10,Delivered,894,359.27,987
836,549,5,2023-04-02,Delivered,456,885.3,450
837,548,5,2023-09-19,Delivered,788,581.19,549
838,932,7,2023-05-20,Processing,628,723.87,263
839,952,5,2023-06-10,Delivered,501,993.87,825
840,452,9,2023-08-13,Processing,734,650.73,324
841,514,0,2023-07-20,Shipped,565,721.1,511
842,208,2,2023-05-26,Shipped,696,237.93,88
843,945,4,2023-02-26,Delivered,198,931.44,27
844,82,2,2023-01-15,Delivered,713,693.84,32
845,523,3,2023-10-03,Processing,218,161.35,408
846,818,9,2023-05-08,Delivered,52,218.63,18
847,514,5,2023-09-20,Processing,220,916.77,155
848,956,5,2023-05-24,Delivered,241,521.38,112
849,75,0,2023-10-26,Shipped,890,391.12,276
850,84,5,2023-01-22,Delivered,219,420.89,249
851,351,5,2023-10-06,Processing,496,771.77,932
852,725,3,2023-07-27,Processing,657,612.19,182
853,218,4,2023-07-03,Delivered,200,583.92,118
854,719,2,2023-05-20,Delivered,412,659.42,718
855,356,7,2023-01-14,Shipped,991,600.34,585
856,257,1,2023-05-23,Delivered,555,413.45,229
857,849,8,2023-05-10,Shipped,66,902.23,881
858,930,5,2023-08-23,Processing,114,591.23,460
859,802,1,2023-09-09,Delivered,739,412.74,104
860,761,4,2023-02-21,Processing,142,997.06,145
861,899,9,2023-02-05,Delivered,863,983.03,441
862,134,1,2023-09-26,Delivered,433,419.41,159
863,291,9,2023-05-07,Delivered,984,521.43,810
864,730,3,2023-05-30,Shipped,355,948.1,869
865,321,0,2023-03-21,Shipped,631,184.48,538
866,630,4,2023-08-28,Processing,774,379.87,293
867,63,2,2023-07-07,Delivered,656,637.78,411
868,415,1,2023-12-04,Processing,459,792.62,330
869,450,2,2023-02-04,Delivered,944,975.44,923
870,961,4,2023-04-13,Processing,610,220.64,363
871,697,6,2023-07-13,Shipped,585,784.27,371
872,411,1,2022-12-17,Delivered,441,636.59,577
873,640,2,2023-02-15,Processing,94,490.62,574
874,889,4,2023-09-04,Processing,926,300.97,346
875,435,6,2023-07-28,Shipped,973,898.72,359
876,352,5,2023-10-16,Delivered,833,577.98,77
877,651,4,2023-09-27,Delivered,956,832.38,243
878,455,9,2023-08-14,Processing,974,741.24,331
879,713,6,2023-06-30,Shipped,408,723.02,199
880,939,3,2023-03-17,Processing,537,750.11,383
881,398,6,2022-12-11,Processing,188,289.74,227
882,518,5,2023-01-25,Shipped,57,57.77,631
883,179,8,2022-12-12,Delivered,471,762.36,422
884,308,8,2023-04-29,Delivered,204,584.26,700
885,316,3,2023-01-17,Processing,949,832.39,569
886,45,7,2023-09-12,Processing,749,575.44,848
887,560,4,2023-08-26,Processing,540,618.91,935
888,583,9,2022-12-31,Shipped,735,20.99,638
889,908,3,2023-01-28,Delivered,43,650.09,999
890,281,2,2023-07-27,Processing,962,560.46,58
891,372,1,2023-03-23,Shipped,40,473.75,832
892,938,4,2023-10-16,Processing,821,234.4,664
893,821,2,2023-06-04,Shipped,136,513.8,545
894,880,1,2023-02-08,Processing,173,239.42,666
895,753,0,2023-07-25,Delivered,643,956.39,402
896,718,3,2022-12-07,Shipped,935,880.51,193
897,987,9,2023-04-16,Processing,488,883.65,409
898,659,5,2023-12-01,Shipped,645,118.23,581
899,55,7,2023-05-18,Processing,68,751.46,436
900,959,3,2023-08-26,Shipped,456,275.5,841
901,756,6,2022-12-15,Processing,653,915.55,672
902,316,7,2023-01-29,Processing,756,437.76,299
903,62,6,2023-09-24,Delivered,480,225.27,162
904,67,0,2023-11-06,Shipped,294,842.49,146
905,825,7,2023-04-09,Delivered,257,19.91,934
906,373,0,2023-11-27,Processing,240,831.37,99
907,91,9,2023-10-04,Processing,435,390.52,886
908,630,0,2023-10-23,Delivered,285,897.49,94
909,935,2,2023-11-18,Processing,25,716.52,485
910,458,7,2023-11-04,Shipped,357,306.96,827
911,746,8,2023-07-20,Processing,798,426.45,70
912,719,9,2023-05-03,Processing,527,839.63,99
913,971,9,2023-03-02,Delivered,140,320.14,172
914,112,8,2023-10-12,Shipped,558,955.9,874
915,918,4,2023-04-18,Delivered,885,391.29,28
916,243,5,2023-06-24,Processing,627,767.04,575
917,574,8,2023-11-02,Delivered,222,45.7,287
918,875,9,2023-08-11,Delivered,427,945.67,937
919,140,3,2022-12-19,Shipped,546,570.92,72
920,45,0,2023-09-26,Delivered,447,575.86,669
921,210,8,2023-08-03,Processing,332,608.18,1
922,978,5,2023-12-01,Processing,278,749.56,896
923,705,8,2022-12-19,Delivered,21,233.6,697
924,993,9,2023-01-28,Shipped,427,596.42,60
925,140,2,2023-01-11,Shipped,500,575.14,935
926,851,5,2023-02-13,Shipped,749,4.14,707
927,892,3,2023-05-09,Delivered,948,596.1,604
928,671,7,2023-06-03,Processing,817,84.58,190
929,673,5,2023-05-17,Shipped,980,121.87,904
930,908,7,2023-07-30,Processing,898,469.72,410
931,485,3,2022-12-18,Shipped,15,791.73,264
932,217,2,2023-02-24,Delivered,128,605.54,615
933,425,2,2023-10-24,Shipped,170,293.37,59
934,911,3,2023-05-15,Processing,977,702.71,226
935,483,2,2023-11-27,Shipped,629,849.24,161
936,604,8,2023-10-19,Processing,292,646.14,859
937,391,5,2023-03-31,Delivered,677,843.73,487
938,752,5,2023-10-11,Processing,641,5.65,30
939,59,6,2023-04-14,Processing,884,983.91,194
940,73,6,2023-08-26,Delivered,962,220.01,280
941,295,4,2023-09-27,Delivered,609,72.77,715
942,359,2,2023-02-13,Shipped,989,454.38,586
943,852,6,2023-03-26,Processing,489,71.26,80
944,765,7,2023-01-06,Delivered,555,291.5,995
945,483,5,2023-05-17,Shipped,268,341.43,190
946,927,3,2023-09-01,Shipped,534,804.09,368
947,50,3,2023-06-29,Delivered,857,261.37,342
948,836,9,2023-09-13,Processing,864,184.14,760
949,478,8,2023-08-18,Shipped,911,80.41,366
950,643,5,2023-10-02,Processing,196,796.33,288
951,249,8,2023-03-30,Shipped,856,368.25,958
952,492,3,2023-01-16,Shipped,785,387.72,927
953,923,7,2023-02-17,Delivered,192,755.11,205
954,144,1,2023-08-08,Shipped,234,753.71,466
955,415,2,2023-11-29,Processing,54,792.26,131
956,478,6,2023-07-11,Processing,83,120.73,492
957,811,4,2023-04-10,Delivered,985,686.14,773
958,992,6,2023-11-16,Shipped,597,909.97,620
959,512,1,2022-12-09,Delivered,855,897.48,297
960,527,3,2023-02-20,Delivered,689,899.99,345
961,165,4,2023-03-17,Shipped,111,965.56,879
962,949,9,2023-01-20,Delivered,53,415.85,358
963,830,1,2022-12-15,Shipped,428,309.56,925
964,915,1,2023-04-15,Shipped,651,720.49,69
965,296,4,2023-07-17,Processing,354,159.66,905
966,128,4,2023-09-07,Processing,317,770.12,496
967,124,5,2023-01-07,Delivered,70,806.41,99
968,473,3,2023-05-11,Shipped,270,897.71,670
969,737,4,2023-11-04,Processing,576,542.49,674
970,947,1,2023-11-22,Delivered,263,19.16,330
971,936,7,2023-03-08,Shipped,69,44.55,846
972,985,3,2023-08-18,Processing,320,731.47,476
973,891,9,2023-08-16,Shipped,857,721.99,699
974,328,4,2023-01-12,Shipped,647,722.27,992
975,715,0,2023-02-26,Shipped,661,860.08,955
976,995,4,2022-12-26,Delivered,489,95.83,452
977,603,2,2023-10-17,Shipped,968,427.25,562
978,102,4,2023-06-20,Delivered,809,869.98,85
979,890,2,2023-06-15,Shipped,659,99.55,463
980,830,4,2023-09-14,Processing,622,346.5,615
981,677,9,2023-03-15,Processing,747,33.17,143
982,252,8,2023-03-07,Processing,841,965.76,980
983,186,0,2023-07-14,Processing,620,36.7,486
984,595,6,2023-06-23,Processing,33,696.98,744
985,228,7,2023-01-22,Shipped,443,226.76,904
986,32,5,2023-03-15,Shipped,647,424.55,766
987,710,3,2023-01-24,Processing,227,107.51,739
988,573,1,2023-11-12,Delivered,247,514.71,758
989,193,4,2023-04-15,Delivered,192,767.91,519
990,726,3,2023-07-13,Delivered,554,148.36,4
991,55,9,2023-11-24,Processing,463,365.04,186
992,231,0,2023-05-13,Delivered,676,798.69,419
993,941,0,2023-12-02,Delivered,813,492.97,721
994,60,7,2023-06-14,Processing,582,777.26,95
995,842,2,2023-10-29,Shipped,886,388.69,484
996,459,3,2023-04-05,Shipped,765,891.48,710
997,918,6,2023-10-15,Processing,980,287.29,111
998,468,4,2023-03-19,Shipped,608,688.65,148
999,385,1,2023-06-14,Delivered,176,114.09,634
